CE_ID,PA,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,race,capital-gain,capital-loss,hours-per-week,Output,Decision
4601,0,24,Federal-gov,3,Assoc-acdm,1,(null),Craft-repair,Husband,Female,Asian-Pac-Islander,4,88,15,-0.055796,NEGATIVE
4601,1,24,Federal-gov,3,Assoc-acdm,1,(null),Craft-repair,Husband,Male,Asian-Pac-Islander,4,88,15,0.319927,POSITIVE
4602,0,13,Self-emp-inc,10,Assoc-acdm,4,Widowed,Craft-repair,Own-child,Female,White,12,83,13,-0.014402,NEGATIVE
4602,1,13,Self-emp-inc,10,Assoc-acdm,4,Widowed,Craft-repair,Own-child,Male,White,12,83,13,0.408934,POSITIVE
4603,0,15,Federal-gov,3,Doctorate,5,(null),Craft-repair,Husband,Female,White,14,88,15,-0.243391,NEGATIVE
4603,1,15,Federal-gov,3,Doctorate,5,(null),Craft-repair,Husband,Male,White,14,88,15,0.140313,POSITIVE
4604,0,13,Self-emp-inc,2,HS-grad,4,Widowed,Craft-repair,Own-child,Female,White,12,83,13,-0.094871,NEGATIVE
4604,1,13,Self-emp-inc,2,HS-grad,4,Widowed,Craft-repair,Own-child,Male,White,12,83,13,0.283426,POSITIVE
4605,0,13,Self-emp-inc,10,Assoc-acdm,0,Widowed,Other-service,Own-child,Female,Asian-Pac-Islander,12,83,13,-0.283795,NEGATIVE
4605,1,13,Self-emp-inc,10,Assoc-acdm,0,Widowed,Other-service,Own-child,Male,Asian-Pac-Islander,12,83,13,0.093372,POSITIVE
4606,0,13,Self-emp-inc,10,Assoc-acdm,0,Widowed,Craft-repair,Own-child,Female,White,12,83,13,-0.184725,NEGATIVE
4606,1,13,Self-emp-inc,10,Assoc-acdm,0,Widowed,Craft-repair,Own-child,Male,White,12,83,13,0.199490,POSITIVE
4607,0,16,Local-gov,4,Doctorate,1,Bachelors,Craft-repair,Husband,Female,White,15,90,16,-0.125228,NEGATIVE
4607,1,16,Local-gov,4,Doctorate,1,Bachelors,Craft-repair,Husband,Male,White,15,90,16,0.255069,POSITIVE
4608,0,16,Local-gov,4,Assoc-acdm,1,Bachelors,Craft-repair,Husband,Female,Asian-Pac-Islander,15,90,16,-0.000123,NEGATIVE
4608,1,16,Local-gov,4,Assoc-acdm,1,Bachelors,Craft-repair,Husband,Male,Asian-Pac-Islander,15,90,16,0.371933,POSITIVE
4609,0,10,Private,8,12th,4,Married-civ-spouse,Tech-support,Wife,Female,White,0,76,11,-0.262796,NEGATIVE
4609,1,10,Private,8,12th,4,Married-civ-spouse,Tech-support,Wife,Male,White,0,76,11,0.200113,POSITIVE
4610,0,17,Self-emp-inc,10,HS-grad,4,Widowed,Craft-repair,Own-child,Female,Asian-Pac-Islander,2,83,13,-0.004749,NEGATIVE
4610,1,17,Self-emp-inc,10,HS-grad,4,Widowed,Craft-repair,Own-child,Male,Asian-Pac-Islander,2,83,13,0.367612,POSITIVE
4611,0,11,Self-emp-inc,10,Prof-school,4,Married-spouse-absent,Craft-repair,Husband,Female,Asian-Pac-Islander,3,85,14,-0.347045,NEGATIVE
4611,1,11,Self-emp-inc,10,Prof-school,4,Married-spouse-absent,Craft-repair,Husband,Male,Asian-Pac-Islander,3,85,14,0.082451,POSITIVE
4612,0,13,Self-emp-inc,2,1st-4th,4,Widowed,Craft-repair,Own-child,Female,White,2,83,13,-0.008302,NEGATIVE
4612,1,13,Self-emp-inc,2,1st-4th,4,Widowed,Craft-repair,Own-child,Male,White,2,83,13,0.364293,POSITIVE
4613,0,17,Self-emp-inc,2,Prof-school,4,Married-spouse-absent,Craft-repair,Husband,Female,Asian-Pac-Islander,3,85,14,-0.098092,NEGATIVE
4613,1,17,Self-emp-inc,2,Prof-school,4,Married-spouse-absent,Craft-repair,Husband,Male,Asian-Pac-Islander,3,85,14,0.280417,POSITIVE
4614,0,13,State-gov,5,9th,5,11th,Craft-repair,Not-in-family,Female,Asian-Pac-Islander,7,95,18,-0.017049,NEGATIVE
4614,1,13,State-gov,5,9th,5,11th,Craft-repair,Not-in-family,Male,Asian-Pac-Islander,7,95,18,0.356122,POSITIVE
4615,0,15,Federal-gov,11,Doctorate,1,(null),Craft-repair,Husband,Female,Asian-Pac-Islander,4,88,15,-0.066281,NEGATIVE
4615,1,15,Federal-gov,11,Doctorate,1,(null),Craft-repair,Husband,Male,Asian-Pac-Islander,4,88,15,0.310133,POSITIVE
4616,0,18,Federal-gov,11,Assoc-acdm,1,(null),Craft-repair,Husband,Female,Asian-Pac-Islander,4,88,15,-0.259187,NEGATIVE
4616,1,18,Federal-gov,11,Assoc-acdm,1,(null),Craft-repair,Husband,Male,Asian-Pac-Islander,4,88,15,0.121961,POSITIVE
4617,0,12,Federal-gov,11,Assoc-acdm,1,(null),Craft-repair,Husband,Female,Asian-Pac-Islander,4,88,15,-0.160370,NEGATIVE
4617,1,12,Federal-gov,11,Assoc-acdm,1,(null),Craft-repair,Husband,Male,Asian-Pac-Islander,4,88,15,0.222241,POSITIVE
4618,0,17,Local-gov,4,5th-6th,2,Some-college,Craft-repair,Not-in-family,Female,Asian-Pac-Islander,6,92,17,-0.080104,NEGATIVE
4618,1,17,Local-gov,4,5th-6th,2,Some-college,Craft-repair,Not-in-family,Male,Asian-Pac-Islander,6,92,17,0.297221,POSITIVE
4619,0,18,Local-gov,4,Assoc-acdm,1,Bachelors,Craft-repair,Husband,Female,Asian-Pac-Islander,5,90,16,-0.347158,NEGATIVE
4619,1,18,Local-gov,4,Assoc-acdm,1,Bachelors,Craft-repair,Husband,Male,Asian-Pac-Islander,5,90,16,0.017822,POSITIVE
4620,0,12,Local-gov,4,Assoc-acdm,1,Bachelors,Craft-repair,Husband,Female,Asian-Pac-Islander,5,90,16,-0.260841,NEGATIVE
4620,1,12,Local-gov,4,Assoc-acdm,1,Bachelors,Craft-repair,Husband,Male,Asian-Pac-Islander,5,90,16,0.120040,POSITIVE
4621,0,23,Self-emp-not-inc,2,Prof-school,4,Separated,Other-service,Own-child,Female,Asian-Pac-Islander,11,55,12,0.054198,POSITIVE
4621,1,23,Self-emp-not-inc,2,Prof-school,4,Separated,Other-service,Own-child,Male,Asian-Pac-Islander,11,55,12,-0.205540,NEGATIVE
4622,0,23,Self-emp-not-inc,2,Prof-school,4,Separated,Tech-support,Own-child,Female,White,11,55,12,-0.080848,NEGATIVE
4622,1,23,Self-emp-not-inc,2,Prof-school,4,Separated,Tech-support,Own-child,Male,White,11,55,12,0.296525,POSITIVE
4623,0,25,Self-emp-inc,5,10th,4,Married-spouse-absent,Craft-repair,Husband,Female,White,3,60,14,-0.112209,NEGATIVE
4623,1,25,Self-emp-inc,5,10th,4,Married-spouse-absent,Craft-repair,Husband,Male,White,3,60,14,0.267230,POSITIVE
4624,0,25,Self-emp-inc,10,Prof-school,4,Married-spouse-absent,Craft-repair,Husband,Female,Asian-Pac-Islander,3,60,14,-0.178669,NEGATIVE
4624,1,25,Self-emp-inc,10,Prof-school,4,Married-spouse-absent,Craft-repair,Husband,Male,Asian-Pac-Islander,3,60,14,0.205147,POSITIVE
4625,0,27,Federal-gov,3,Assoc-acdm,5,(null),Craft-repair,Husband,Female,Asian-Pac-Islander,4,63,15,-0.269831,NEGATIVE
4625,1,27,Federal-gov,3,Assoc-acdm,5,(null),Craft-repair,Husband,Male,Asian-Pac-Islander,4,63,15,0.109595,POSITIVE
4626,0,27,Local-gov,8,Doctorate,1,Bachelors,Craft-repair,Husband,Female,White,15,65,16,-0.138926,NEGATIVE
4626,1,27,Local-gov,8,Doctorate,1,Bachelors,Craft-repair,Husband,Male,White,15,65,16,0.242272,POSITIVE
4627,0,28,Local-gov,10,5th-6th,2,Some-college,Craft-repair,Not-in-family,Female,Asian-Pac-Islander,6,67,17,-0.123941,NEGATIVE
4627,1,28,Local-gov,10,5th-6th,2,Some-college,Craft-repair,Not-in-family,Male,Asian-Pac-Islander,6,67,17,0.256271,POSITIVE
4628,0,29,State-gov,11,9th,2,11th,Other-service,Not-in-family,Female,Asian-Pac-Islander,15,70,18,-0.146567,NEGATIVE
4628,1,29,State-gov,11,9th,2,11th,Other-service,Not-in-family,Male,Asian-Pac-Islander,15,70,18,0.235135,POSITIVE
4629,0,22,Private,0,Some-college,0,Married-civ-spouse,Tech-support,Wife,Female,White,0,51,11,-0.252366,NEGATIVE
4629,1,22,Private,0,Some-college,0,Married-civ-spouse,Tech-support,Wife,Male,White,0,51,11,0.129885,POSITIVE
4630,0,17,Local-gov,12,Assoc-voc,5,Some-college,Other-service,Not-in-family,Female,Asian-Pac-Islander,16,67,17,2.939304,POSITIVE
4630,1,17,Local-gov,12,Assoc-voc,5,Some-college,Other-service,Not-in-family,Male,Asian-Pac-Islander,16,67,17,-0.085845,NEGATIVE
4631,0,10,Private,0,Some-college,4,Married-civ-spouse,Other-service,Wife,Female,Asian-Pac-Islander,10,64,11,0.524954,POSITIVE
4631,1,10,Private,0,Some-college,4,Married-civ-spouse,Other-service,Wife,Male,Asian-Pac-Islander,10,64,11,-0.351260,NEGATIVE
4632,0,16,Private,0,Some-college,4,Married-civ-spouse,Other-service,Wife,Female,Asian-Pac-Islander,10,51,11,2.931622,POSITIVE
4632,1,16,Private,0,Some-college,4,Married-civ-spouse,Other-service,Wife,Male,Asian-Pac-Islander,10,51,11,-0.234738,NEGATIVE
4633,0,13,Self-emp-inc,4,Assoc-acdm,4,Widowed,Craft-repair,Own-child,Female,White,12,58,13,-0.318277,NEGATIVE
4633,1,13,Self-emp-inc,4,Assoc-acdm,4,Widowed,Craft-repair,Own-child,Male,White,12,58,13,0.097702,POSITIVE
4634,0,17,Local-gov,10,Assoc-voc,2,Some-college,Craft-repair,Not-in-family,Female,Asian-Pac-Islander,16,67,17,-0.008332,NEGATIVE
4634,1,17,Local-gov,10,Assoc-voc,2,Some-college,Craft-repair,Not-in-family,Male,Asian-Pac-Islander,16,67,17,0.364265,POSITIVE
4635,0,12,Self-emp-not-inc,2,Masters,4,Separated,Tech-support,Own-child,Female,White,1,55,12,-0.121344,NEGATIVE
4635,1,12,Self-emp-not-inc,2,Masters,4,Separated,Tech-support,Own-child,Male,White,1,55,12,0.394031,POSITIVE
4636,0,18,State-gov,11,Preschool,2,11th,Other-service,Not-in-family,Female,Asian-Pac-Islander,7,70,18,-0.120240,NEGATIVE
4636,1,18,State-gov,11,Preschool,2,11th,Other-service,Not-in-family,Male,Asian-Pac-Islander,7,70,18,0.259728,POSITIVE
4637,0,13,Self-emp-inc,10,HS-grad,4,Widowed,Craft-repair,Own-child,Female,Asian-Pac-Islander,2,58,13,-0.104415,NEGATIVE
4637,1,13,Self-emp-inc,10,HS-grad,4,Widowed,Craft-repair,Own-child,Male,Asian-Pac-Islander,2,58,13,0.417239,POSITIVE
4638,0,15,Federal-gov,3,Assoc-acdm,5,(null),Craft-repair,Husband,Female,Asian-Pac-Islander,4,63,15,-0.099134,NEGATIVE
4638,1,15,Federal-gov,3,Assoc-acdm,5,(null),Craft-repair,Husband,Male,Asian-Pac-Islander,4,63,15,0.301798,POSITIVE
4639,0,10,Private,0,Some-college,0,Married-civ-spouse,Tech-support,Wife,Female,White,0,51,11,-0.044537,NEGATIVE
4639,1,10,Private,0,Some-college,0,Married-civ-spouse,Tech-support,Wife,Male,White,0,51,11,0.330445,POSITIVE
4640,0,29,State-gov,13,Doctorate,5,11th,Prof-specialty,Not-in-family,Female,Asian-Pac-Islander,17,95,7,0.049836,POSITIVE
4640,1,29,State-gov,13,Doctorate,5,11th,Prof-specialty,Not-in-family,Male,Asian-Pac-Islander,17,95,7,-1.918133,NEGATIVE
4641,0,30,State-gov,6,5th-6th,5,Prof-school,Prof-specialty,Other-relative,Female,Asian-Pac-Islander,18,97,8,0.346798,POSITIVE
4641,1,30,State-gov,6,5th-6th,5,Prof-school,Prof-specialty,Other-relative,Male,Asian-Pac-Islander,18,97,8,-1.940291,NEGATIVE
4642,0,25,Self-emp-inc,10,10th,1,Married-spouse-absent,Prof-specialty,Husband,Female,Asian-Pac-Islander,13,80,3,0.275987,POSITIVE
4642,1,25,Self-emp-inc,10,10th,1,Married-spouse-absent,Prof-specialty,Husband,Male,Asian-Pac-Islander,13,80,3,-1.968872,NEGATIVE
4643,0,30,State-gov,14,9th,2,Prof-school,Prof-specialty,Other-relative,Female,Asian-Pac-Islander,18,86,8,0.219037,POSITIVE
4643,1,30,State-gov,14,9th,2,Prof-school,Prof-specialty,Other-relative,Male,Asian-Pac-Islander,18,86,8,-1.844595,NEGATIVE
4644,0,27,Local-gov,4,Doctorate,1,Bachelors,Prof-specialty,Husband,Female,Asian-Pac-Islander,15,83,5,0.073984,POSITIVE
4644,1,27,Local-gov,4,Doctorate,1,Bachelors,Prof-specialty,Husband,Male,Asian-Pac-Islander,15,83,5,-1.989184,NEGATIVE
4645,0,22,Private,8,12th,4,Married-civ-spouse,Prof-specialty,Wife,Female,Asian-Pac-Islander,0,76,0,0.042176,POSITIVE
4645,1,22,Private,8,12th,4,Married-civ-spouse,Prof-specialty,Wife,Male,Asian-Pac-Islander,0,76,0,-1.774596,NEGATIVE
4646,0,26,State-gov,14,Preschool,5,Prof-school,Exec-managerial,Other-relative,Female,Asian-Pac-Islander,8,86,8,0.034097,POSITIVE
4646,1,26,State-gov,14,Preschool,5,Prof-school,Exec-managerial,Other-relative,Male,Asian-Pac-Islander,8,86,8,-1.991736,NEGATIVE
4647,0,22,Private,0,12th,4,Married-civ-spouse,Prof-specialty,Wife,Female,Asian-Pac-Islander,0,76,6,0.447081,POSITIVE
4647,1,22,Private,0,12th,4,Married-civ-spouse,Prof-specialty,Wife,Male,Asian-Pac-Islander,0,76,6,-1.842654,NEGATIVE
4648,0,25,Self-emp-inc,10,9th,4,Married-spouse-absent,Exec-managerial,Husband,Female,White,13,60,3,0.199726,POSITIVE
4648,1,25,Self-emp-inc,10,9th,4,Married-spouse-absent,Exec-managerial,Husband,Male,White,13,60,3,-1.943008,NEGATIVE
4649,0,27,Federal-gov,3,12th,5,(null),Exec-managerial,Husband,Female,Asian-Pac-Islander,14,63,5,0.467487,POSITIVE
4649,1,27,Federal-gov,3,12th,5,(null),Exec-managerial,Husband,Male,Asian-Pac-Islander,14,63,5,-1.866844,NEGATIVE
4650,0,28,Local-gov,12,1st-4th,2,Some-college,Exec-managerial,Not-in-family,Female,Asian-Pac-Islander,16,67,6,0.621119,POSITIVE
4650,1,28,Local-gov,12,1st-4th,2,Some-college,Exec-managerial,Not-in-family,Male,Asian-Pac-Islander,16,67,6,-1.636250,NEGATIVE
4651,0,28,Local-gov,4,1st-4th,2,Some-college,Exec-managerial,Not-in-family,Female,Asian-Pac-Islander,16,67,6,0.021494,POSITIVE
4651,1,28,Local-gov,4,1st-4th,2,Some-college,Exec-managerial,Not-in-family,Male,Asian-Pac-Islander,16,67,6,-2.002062,NEGATIVE
4652,0,27,Local-gov,12,Masters,5,Bachelors,Exec-managerial,Husband,Female,Asian-Pac-Islander,5,65,5,0.054357,POSITIVE
4652,1,27,Local-gov,12,Masters,5,Bachelors,Exec-managerial,Husband,Male,Asian-Pac-Islander,5,65,5,-1.809793,NEGATIVE
4653,0,28,Local-gov,4,1st-4th,5,Some-college,Exec-managerial,Not-in-family,Female,Asian-Pac-Islander,6,67,6,0.330579,POSITIVE
4653,1,28,Local-gov,4,1st-4th,5,Some-college,Exec-managerial,Not-in-family,Male,Asian-Pac-Islander,6,67,6,-1.859596,NEGATIVE
4654,0,30,State-gov,14,5th-6th,2,Prof-school,Prof-specialty,Other-relative,Female,Asian-Pac-Islander,8,72,8,0.562511,POSITIVE
4654,1,30,State-gov,14,5th-6th,2,Prof-school,Prof-specialty,Other-relative,Male,Asian-Pac-Islander,8,72,8,-1.710451,NEGATIVE
4655,0,30,State-gov,6,5th-6th,2,Prof-school,Prof-specialty,Other-relative,Female,Asian-Pac-Islander,8,72,8,0.098206,POSITIVE
4655,1,30,State-gov,6,5th-6th,2,Prof-school,Prof-specialty,Other-relative,Male,Asian-Pac-Islander,8,72,8,-1.902953,NEGATIVE
4656,0,16,Local-gov,12,Masters,5,Bachelors,Exec-managerial,Husband,Female,Asian-Pac-Islander,15,90,5,0.606729,POSITIVE
4656,1,16,Local-gov,12,Masters,5,Bachelors,Exec-managerial,Husband,Male,Asian-Pac-Islander,15,90,5,-1.646440,NEGATIVE
4657,0,16,Local-gov,4,Masters,5,Bachelors,Exec-managerial,Husband,Female,Asian-Pac-Islander,15,90,5,0.127168,POSITIVE
4657,1,16,Local-gov,4,Masters,5,Bachelors,Exec-managerial,Husband,Male,Asian-Pac-Islander,15,90,5,-1.953308,NEGATIVE
4658,0,18,State-gov,13,Doctorate,2,11th,Prof-specialty,Not-in-family,Female,Asian-Pac-Islander,17,95,7,0.386251,POSITIVE
4658,1,18,State-gov,13,Doctorate,2,11th,Prof-specialty,Not-in-family,Male,Asian-Pac-Islander,17,95,7,-1.954838,NEGATIVE
4659,0,19,State-gov,6,5th-6th,2,Prof-school,Prof-specialty,Other-relative,Female,Asian-Pac-Islander,18,97,8,0.627663,POSITIVE
4659,1,19,State-gov,6,5th-6th,2,Prof-school,Prof-specialty,Other-relative,Male,Asian-Pac-Islander,18,97,8,-1.622063,NEGATIVE
4660,0,18,State-gov,13,Doctorate,5,11th,Prof-specialty,Not-in-family,Female,Asian-Pac-Islander,7,95,7,0.372891,POSITIVE
4660,1,18,State-gov,13,Doctorate,5,11th,Prof-specialty,Not-in-family,Male,Asian-Pac-Islander,7,95,7,-1.783295,NEGATIVE
4661,0,19,State-gov,6,5th-6th,5,Prof-school,Prof-specialty,Other-relative,Female,Asian-Pac-Islander,8,97,8,0.560502,POSITIVE
4661,1,19,State-gov,6,5th-6th,5,Prof-school,Prof-specialty,Other-relative,Male,Asian-Pac-Islander,8,97,8,-1.569268,NEGATIVE
4662,0,18,Federal-gov,11,Doctorate,1,(null),Prof-specialty,Husband,Female,Asian-Pac-Islander,4,88,8,0.050939,POSITIVE
4662,1,18,Federal-gov,11,Doctorate,1,(null),Prof-specialty,Husband,Male,Asian-Pac-Islander,4,88,8,-1.878923,NEGATIVE
4663,0,14,State-gov,14,Preschool,2,Prof-school,Prof-specialty,Other-relative,Female,Asian-Pac-Islander,8,97,8,0.563973,POSITIVE
4663,1,14,State-gov,14,Preschool,2,Prof-school,Prof-specialty,Other-relative,Male,Asian-Pac-Islander,8,97,8,-1.726416,NEGATIVE
4664,0,11,Self-emp-inc,10,HS-grad,0,Widowed,Prof-specialty,Own-child,Female,Asian-Pac-Islander,2,83,7,0.021364,POSITIVE
4664,1,11,Self-emp-inc,10,HS-grad,0,Widowed,Prof-specialty,Own-child,Male,Asian-Pac-Islander,2,83,7,-1.663606,NEGATIVE
4665,0,14,State-gov,6,Preschool,2,Prof-school,Prof-specialty,Other-relative,Female,Asian-Pac-Islander,8,97,8,0.085330,POSITIVE
4665,1,14,State-gov,6,Preschool,2,Prof-school,Prof-specialty,Other-relative,Male,Asian-Pac-Islander,8,97,8,-1.907373,NEGATIVE
4666,0,12,Self-emp-not-inc,9,Prof-school,4,Separated,Sales,Own-child,Female,White,11,55,1,0.406960,POSITIVE
4666,1,12,Self-emp-not-inc,9,Prof-school,4,Separated,Sales,Own-child,Male,White,11,55,1,-1.401649,NEGATIVE
4667,0,12,Self-emp-not-inc,1,Prof-school,4,Separated,Sales,Own-child,Female,White,11,55,1,0.356996,POSITIVE
4667,1,12,Self-emp-not-inc,1,Prof-school,4,Separated,Sales,Own-child,Male,White,11,55,1,-1.975211,NEGATIVE
4668,0,14,Self-emp-inc,10,9th,1,Married-spouse-absent,Exec-managerial,Husband,Female,White,13,60,3,0.347883,POSITIVE
4668,1,14,Self-emp-inc,10,9th,1,Married-spouse-absent,Exec-managerial,Husband,Male,White,13,60,3,-1.970653,NEGATIVE
4669,0,15,Federal-gov,3,12th,1,(null),Exec-managerial,Husband,Female,Asian-Pac-Islander,14,63,5,0.603977,POSITIVE
4669,1,15,Federal-gov,3,12th,1,(null),Exec-managerial,Husband,Male,Asian-Pac-Islander,14,63,5,-1.637877,NEGATIVE
4670,0,16,Local-gov,12,Masters,5,Bachelors,Exec-managerial,Husband,Female,Asian-Pac-Islander,5,65,5,0.559972,POSITIVE
4670,1,16,Local-gov,12,Masters,5,Bachelors,Exec-managerial,Husband,Male,Asian-Pac-Islander,5,65,5,-0.845380,NEGATIVE
4671,0,14,Self-emp-inc,2,9th,4,Married-spouse-absent,Exec-managerial,Husband,Female,White,3,60,3,0.170231,POSITIVE
4671,1,14,Self-emp-inc,2,9th,4,Married-spouse-absent,Exec-managerial,Husband,Male,White,3,60,3,-1.881516,NEGATIVE
4672,0,16,Local-gov,12,Masters,1,Bachelors,Exec-managerial,Husband,Female,Asian-Pac-Islander,5,65,5,0.286273,POSITIVE
4672,1,16,Local-gov,12,Masters,1,Bachelors,Exec-managerial,Husband,Male,Asian-Pac-Islander,5,65,5,-1.897423,NEGATIVE
4673,0,17,Local-gov,4,1st-4th,2,Some-college,Exec-managerial,Not-in-family,Female,Asian-Pac-Islander,6,67,6,0.551833,POSITIVE
4673,1,17,Local-gov,4,1st-4th,2,Some-college,Exec-managerial,Not-in-family,Male,Asian-Pac-Islander,6,67,6,-1.774125,NEGATIVE
4674,0,23,Self-emp-not-inc,9,Prof-school,4,Separated,Tech-support,Own-child,Female,White,11,80,1,-0.360930,NEGATIVE
4674,1,23,Self-emp-not-inc,9,Prof-school,4,Separated,Tech-support,Own-child,Male,White,11,80,1,0.000693,POSITIVE
4675,0,22,Private,0,Some-college,4,Married-civ-spouse,Tech-support,Wife,Female,White,10,76,0,-0.084123,NEGATIVE
4675,1,22,Private,0,Some-college,4,Married-civ-spouse,Tech-support,Wife,Male,White,10,76,0,0.293466,POSITIVE
4676,0,27,Local-gov,12,Masters,1,Bachelors,Other-service,Husband,Female,Asian-Pac-Islander,15,90,5,-0.335368,NEGATIVE
4676,1,27,Local-gov,12,Masters,1,Bachelors,Other-service,Husband,Male,Asian-Pac-Islander,15,90,5,0.032485,POSITIVE
4677,0,22,Self-emp-not-inc,8,11th,0,Divorced,Tech-support,Wife,Female,White,10,78,0,-0.045172,NEGATIVE
4677,1,22,Self-emp-not-inc,8,11th,0,Divorced,Tech-support,Wife,Male,White,10,78,0,0.329852,POSITIVE
4678,0,28,Local-gov,4,5th-6th,2,Some-college,Other-service,Not-in-family,Female,Asian-Pac-Islander,16,92,6,-0.274276,NEGATIVE
4678,1,28,Local-gov,4,5th-6th,2,Some-college,Other-service,Not-in-family,Male,Asian-Pac-Islander,16,92,6,0.104431,POSITIVE
4679,0,30,State-gov,6,Preschool,2,Prof-school,Craft-repair,Other-relative,Female,White,18,97,8,-0.022407,NEGATIVE
4679,1,30,State-gov,6,Preschool,2,Prof-school,Craft-repair,Other-relative,Male,White,18,97,8,0.351117,POSITIVE
4680,0,25,Self-emp-inc,2,Prof-school,1,Married-spouse-absent,Craft-repair,Husband,Female,White,13,85,3,-0.092355,NEGATIVE
4680,1,25,Self-emp-inc,2,Prof-school,1,Married-spouse-absent,Craft-repair,Husband,Male,White,13,85,3,0.285776,POSITIVE
4681,0,22,Private,8,12th,4,Married-civ-spouse,Tech-support,Wife,Female,White,0,76,0,-0.298673,NEGATIVE
4681,1,22,Private,8,12th,4,Married-civ-spouse,Tech-support,Wife,Male,White,0,76,0,0.076087,POSITIVE
4682,0,24,Self-emp-inc,10,HS-grad,4,Widowed,Craft-repair,Own-child,Female,Asian-Pac-Islander,2,83,2,-0.332402,NEGATIVE
4682,1,24,Self-emp-inc,10,HS-grad,4,Widowed,Craft-repair,Own-child,Male,Asian-Pac-Islander,2,83,2,0.036173,POSITIVE
4683,0,22,Self-emp-not-inc,0,Masters,4,Divorced,Tech-support,Wife,Female,White,0,78,0,-0.144194,NEGATIVE
4683,1,22,Self-emp-not-inc,0,Masters,4,Divorced,Tech-support,Wife,Male,White,0,78,0,0.237351,POSITIVE
4684,0,29,Self-emp-inc,2,HS-grad,4,Widowed,Craft-repair,Own-child,Female,Asian-Pac-Islander,2,83,7,-0.028355,NEGATIVE
4684,1,29,Self-emp-inc,2,HS-grad,4,Widowed,Craft-repair,Own-child,Male,Asian-Pac-Islander,2,83,7,0.345560,POSITIVE
4685,0,23,Self-emp-inc,2,Prof-school,4,Married-spouse-absent,Craft-repair,Husband,Female,Asian-Pac-Islander,3,85,7,-0.324753,NEGATIVE
4685,1,23,Self-emp-inc,2,Prof-school,4,Married-spouse-absent,Craft-repair,Husband,Male,Asian-Pac-Islander,3,85,7,0.045687,POSITIVE
4686,0,23,Self-emp-inc,2,HS-grad,4,Widowed,Craft-repair,Own-child,Female,Asian-Pac-Islander,2,83,1,-0.043483,NEGATIVE
4686,1,23,Self-emp-inc,2,HS-grad,4,Widowed,Craft-repair,Own-child,Male,Asian-Pac-Islander,2,83,1,0.331429,POSITIVE
4687,0,24,Self-emp-inc,10,1st-4th,0,Widowed,Craft-repair,Own-child,Female,White,2,83,2,-0.162356,NEGATIVE
4687,1,24,Self-emp-inc,10,1st-4th,0,Widowed,Craft-repair,Own-child,Male,White,2,83,2,0.220386,POSITIVE
4688,0,25,Self-emp-inc,10,Prof-school,1,Married-spouse-absent,Craft-repair,Husband,Female,Asian-Pac-Islander,3,85,7,-0.125992,NEGATIVE
4688,1,25,Self-emp-inc,10,Prof-school,1,Married-spouse-absent,Craft-repair,Husband,Male,Asian-Pac-Islander,3,85,7,0.254355,POSITIVE
4689,0,29,State-gov,13,9th,2,11th,Craft-repair,Not-in-family,Female,Asian-Pac-Islander,8,95,3,-0.251143,NEGATIVE
4689,1,29,State-gov,13,9th,2,11th,Craft-repair,Not-in-family,Male,Asian-Pac-Islander,8,95,3,0.131306,POSITIVE
4690,0,25,Self-emp-inc,2,10th,1,Married-spouse-absent,Craft-repair,Husband,Female,White,3,85,3,-0.005786,NEGATIVE
4690,1,25,Self-emp-inc,2,10th,1,Married-spouse-absent,Craft-repair,Husband,Male,White,3,85,3,0.366643,POSITIVE
4691,0,22,Private,0,Some-college,0,Married-civ-spouse,Tech-support,Wife,Female,White,5,76,0,-0.154304,NEGATIVE
4691,1,22,Private,0,Some-college,0,Married-civ-spouse,Tech-support,Wife,Male,White,5,76,0,0.227907,POSITIVE
4692,0,22,Private,8,Some-college,4,Married-civ-spouse,Tech-support,Wife,Female,White,10,51,0,-0.021565,NEGATIVE
4692,1,22,Private,8,Some-college,4,Married-civ-spouse,Tech-support,Wife,Male,White,10,51,0,0.351903,POSITIVE
4693,0,27,Federal-gov,3,Doctorate,5,(null),Craft-repair,Husband,Female,White,14,63,5,-0.275275,NEGATIVE
4693,1,27,Federal-gov,3,Doctorate,5,(null),Craft-repair,Husband,Male,White,14,63,5,0.103271,POSITIVE
4694,0,24,Self-emp-inc,2,HS-grad,4,Widowed,Craft-repair,Own-child,Female,White,12,58,2,-0.142212,NEGATIVE
4694,1,24,Self-emp-inc,2,HS-grad,4,Widowed,Craft-repair,Own-child,Male,White,12,58,2,0.239203,POSITIVE
4695,0,24,Self-emp-inc,10,Assoc-acdm,0,Widowed,Other-service,Own-child,Female,Asian-Pac-Islander,12,58,2,-0.321861,NEGATIVE
4695,1,24,Self-emp-inc,10,Assoc-acdm,0,Widowed,Other-service,Own-child,Male,Asian-Pac-Islander,12,58,2,0.049149,POSITIVE
4696,0,24,Self-emp-inc,10,Assoc-acdm,0,Widowed,Craft-repair,Own-child,Female,White,12,58,2,-0.230518,NEGATIVE
4696,1,24,Self-emp-inc,10,Assoc-acdm,0,Widowed,Craft-repair,Own-child,Male,White,12,58,2,0.155267,POSITIVE
4697,0,27,Local-gov,4,Doctorate,1,Bachelors,Craft-repair,Husband,Female,White,15,65,5,-0.161038,NEGATIVE
